i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,34425,140836,4278,865975,178874,71896
2,21629,131681,4082,737190,165935,71057
3,9842,241991,3509,747896,195411,81001
4,10575,125018,3628,895511,233229,72019
5,12455,314455,3396,1109550,207610,73367
6,11094,128530,4011,24035659,179732,44503
7,10070,131824,4403,739323,188465,45677
8,9417,125514,3775,727289,203462,45085
9,9290,123082,3767,748723,188333,43637
10,9265,122752,3226,760480,176575,46986
11,9148,122693,3044,736997,176513,46823
12,9218,134227,9942,967981,181382,46561
13,8930,221792,3921,762179,212315,77515
14,10629,124764,3162,1007663,173745,44955
15,8906,265143,4031,718094,173503,66667
16,10016,135163,3281,1032308,194955,45382
17,8885,248095,3967,852058,190103,46051
18,8949,233567,3325,1049630,191868,47630
