i,sstep,lambdastep,gammastep,wstep,loss
1,564457,28565683,333977075,4741455,59668
2,905279,95705313,860273486,253274362,53774
3,955803,155717555,341734794,781705912,51258
4,966856,28581300706,322261054,39624645,72163
5,973138,29507093263,345152928,5139907,73692
6,1144512,58618124,356031318,5672398,56332
7,896360,68465560,351166813,5718865,51827
8,857022,52359924,372850832,5604378,49589
9,1096521,76170891,350638699,5300206,47877
10,952946,56435136,356469583,5518339,71972
11,915272,80294207,325035035,5376443,56400
