i,sstep,lambdastep,gammastep,wstep,loss
1,622060,23549080,346405132,5265876,69975
2,1025331,117240899,393079242,5302822,54469
3,929623,114487013,403889412,5812669,52852
4,1471002,117956216,382481727,5562895,57649
5,944006,108532963,382377062,5272403,50480
6,1280761,143596718,419716663,5285183,59809
7,937849,123987473,386095280,5561390,47648
8,1035470,106660143,403316201,5693686,57844
9,996501,122922436,370870875,5551034,48634
10,1282265,111818471,402957518,5274552,59719
11,936013,105644888,367891169,5264151,48945
12,1189000,116737882,391413260,5712477,58706
13,948601,104315291,368505017,5561806,51522
14,925805,113762094,400593982,5396317,53372
15,1023140,115073397,366574589,5763948,52465
