i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,39658,297437,9581,950740,222338,75617
2,60400,21706332,6977,1245876,319988,137405
3,10406,124209,6952,1005343,217621,49804
4,9737,122201,3124,842789,199651,48846
5,9558,122451,3615,752626,193583,48913
6,9041,116787,7404,1016633,182878,41063
7,8432,115506,3116,693346,176726,41937
8,8310,120055,2908,672993,175973,42534
9,8958,116932,3433,674232,175171,42076
10,8794,117505,2922,657001,173415,39975
11,8786,117944,3079,655763,168115,41705
12,8972,118278,3681,664458,176262,39855
13,9239,115593,3794,670558,170409,42392
14,8259,116990,3793,664292,165624,40002
15,8406,117478,3536,666685,164830,40874
16,8693,210290,3677,748343,203979,47452
