i,sstep,lambdastep,gammastep,wstep,loss
1,270707178,169383977,889948938,6521244,92632
2,286886058,1096238415,895537220,213033028,99285
3,340596131,83680684291,1006323472,1131284234,112241
4,297194448,84849691628,890131664,964468377,112254
5,376167235,358271016,960721311,1459073379,96513
6,285724752,660134080,980636349,6105649,99242
7,311693841,324351270,1500042396,6366010,87760
8,294059711,239495127,913111384,6683761,92243
9,513866632,522519570,950409594,6881932,94456
10,262304210,446937094,906344880,27243739,95430
11,381464272,213249291,896317483,7133588,107220
12,248250625,913971290,915621950,6365400,92600
13,303424011,291241948,901916015,6357544,92292
14,355158649,339313011,898016037,27956646,95015
