i,sstep,lambdastep,gammastep,wstep,loss
1,1050275,31330504,400911851,5811417,74973
2,1897191,215564081,497570080,5794645,79137
3,2250609,176546754,477052896,5818404,83024
4,1881362,308423548,478319454,5836067,79976
5,2270907,118673191,473938893,5499973,66020
6,1887890,283253616,478470565,5460315,61741
7,2252988,162086117,432251541,35021867,57861
8,1898464,303628187,467246040,5730317,62179
9,2284190,129312189,453523105,5730081,57838
10,2031083,118924781,453468044,5374152,61797
11,2067284,122741442,453148972,5808021,66087
