i,sstep,lambdastep,gammastep,wstep,loss
1,1069187,31624264,450979543,5282278,63490
2,1712385,201274758,465259486,33539685,58438
3,2008946,99139758,464109939,5858005,74759
4,1764764,95793367,460727278,5870491,62711
5,2056144,94950133,459305034,5708615,78778
6,1736929,92590470,459230447,5566707,54927
7,2121112,119539636,464061698,5853132,66419
8,1723270,93813729,462666821,5839162,76509
9,2123442,93155077,461650964,5685472,64190
10,1714976,92669342,460402809,5540931,60777
11,2111064,121689120,463617600,5850464,61609
12,1725360,93585700,459929054,5802237,66101
13,2190655,94653060,468442533,5825748,85340
14,1714205,93245578,459823525,5663859,64249
15,2045144,118424664,434393005,35180477,56873
