i,sstep,lambdastep,gammastep,wstep,loss
1,266775569,170308676,883758777,6491525,92829
2,324486735,585924444,960172527,6955216,96718
3,281874899,446375429,946057254,6168229,87648
4,508551318,382946581,920829408,6298913,94268
5,334153761,406007583,922773422,6660315,91197
6,309185262,394523085,929756624,6732318,92967
7,283599180,381978808,914294197,28506064,88938
8,286841892,394943748,924493616,7017730,90761
9,677140702,399971001,920496351,6699229,83081
10,304610601,396851859,924986301,6746772,90588
11,300874045,393391915,930636490,6741583,91451
12,304694635,382234475,919918613,6550884,20530524
13,267454762,382184599,916787818,6624948,87331
14,266299104,398016878,932248146,6716615,89875
