i,sstep,lambdastep,gammastep,wstep,loss
1,222338,20971030,260487123,4954209,48266
2,253269,26415971,288650667,7203364,64494
3,344048,72866827,272321038,4949224,92258
4,310545,26598410,282504335,5099382,45005
5,249878,29141455,326404369,4995966,42658
6,263863,27696956,255373890,5526205,44544
7,291076,29988378,280863680,56479130,53954
8,267662,28421035,262009140,5220510,48930
9,262512,34264785,280265448,5610151,57663
10,286593,26497748,311155947,5017388,50588
11,306985,28879770,279848254,5416035,40697
12,266151,26489669,309967849,5115965,42639
