i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,460541,956382,17625,2340242,328248,151727
2,270476,17010224,23880,3456294,293828,99403
3,46379,386806,11974,2793414,290441,77922
4,45022,386198,8943,2008387,278070,77617
5,22404,380501,10098,1975776,274159,79750
6,22066,379753,8847,1991815,275927,84777
7,25030,1135644,11541,2021313,309669,203999
8,26634,1244375,27082,4158052,303901,188447
9,23055,1234073,11166,4299632,307400,4252110
10,21664,385505,13285,2157829,280478,75635
11,22144,390462,9726,2291329,272432,77306
