i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,14426,181319,5360,1226278,5639965,53340
2,67030,174213,4359,1012990,5945554,48245
3,143557,180183,4779,3612645,6119141,60511
4,24570,208437,5390,1069500,5489792,63240
5,24907,209026,5751,1101213,5254255,49432
6,21866,193254,4255,1008597,5608871,60309
7,22485,184582,5077,1031132,5613075,52800
8,22296,187339,4717,4125684,6446683,51620
9,21920,187490,4914,996972,5540043,50697
10,21914,177171,5528,1016275,5103792,52466
11,21808,183527,5250,1010202,5391931,51181
12,22051,186469,5142,1005928,5539412,55577
