i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,84735,468415,10662,2418541,6403937,83746
2,156657,429690,8998,2225391,5661142,101816
3,217294,413817,9402,2287091,9709656,106766
4,49342,407991,9453,2325548,7080070,98928
5,57567,388418,9706,2207655,6213818,81533
6,42264,394231,10487,2508031,6651416,78333
7,42521,3790420,9908,2505871,5955226,76982
8,84372,370549,8872,2225799,6143797,77838
9,42193,395575,10534,2171314,6138832,79308
10,42013,386719,8937,4459905,6533903,80105
11,42552,391962,9269,2164478,6115764,80867
