i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,15970,84279,5842,254206,5344975,52166
2,8154,53977,2576,225216,5158899,57868
3,6676,46588,2491,201253,4672759,77453
4,8049,50403,2548,230206,5605046,60611
5,8204,51789,2726,233746,7569417,60071
6,7960,50964,2629,233475,10938900,39490
7,7242,46906,2499,196677,5390330,41054
8,7068,47596,2388,200719,5144911,41147
9,6872,49755,2670,210701,5151744,36372
10,7150,45502,2390,198584,5279697,35961
11,7132,47358,2589,215480,5162753,43391
12,7160,46317,2546,209019,5229559,46905
