i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,9442,104467,3947,790106,5330517,46963
2,13837,112779,3671,554029,4831399,42625
3,68019,92090,3006,576117,5346855,38684
4,14153,106411,3642,556538,5404072,51207
5,15688,127133,3991,638560,6430937,59356
6,16185,116196,3446,3885439,5268641,51235
7,15824,121780,3677,614342,4987303,40228
8,13951,106376,3033,553027,5230775,39735
9,13727,109424,3325,571199,4953588,39023
10,13515,107327,2993,561169,5059652,54559
11,14346,106570,3260,565297,4862153,38136
12,14043,112373,2952,563332,8682316,37311
