i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,7076,59063,2939,374398,5109010,47155
2,11744,79296,2739,368064,4687910,34639
3,20343,70493,2363,330855,5260433,35120
4,10964,73123,2378,328735,5125552,47286
5,12141,78251,2902,391712,9266354,34597
6,10438,76145,2426,335440,5363345,35412
7,10604,74075,2348,319989,5475387,34635
8,10847,71532,2601,322393,5357649,34841
9,10391,73948,2377,326981,5346094,35001
10,9945,74333,3535,342102,5191919,36661
11,10561,87412,2414,337802,6370515,38897
12,10855,73184,2763,356527,10153322,35252
