i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,40807,282485,8486,1769336,8090713,59145
2,122087,270110,6663,1510571,5307285,76224
3,262691,259344,6984,1474799,5861185,90098
4,71776,278754,7530,1630608,5685174,74679
5,35042,293876,7988,1683454,8643510,63423
6,31203,278861,6960,1483554,5726981,60282
7,31219,274927,6775,1511205,5244527,61721
8,63456,267434,6621,1517573,5629546,65334
9,30902,275359,6641,1528007,5391656,63266
10,30882,3344989,7061,1799149,5365232,56941
11,30402,263928,7047,1520901,5616405,62469
12,30425,283987,7498,1532317,5232280,60092
13,31363,277128,7502,1564829,5562102,57700
14,30700,270256,9645,4817570,6047041,59705
