i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2468270,4988297,43456,31731557,23474489,1525319
2,3055287,5572888,43239,29523753,24628019,850312
3,1221317,5122719,66503,31917775,26140225,864480
4,330817,5751187,48316,30739985,23616860,836984
5,311430,4917143,45802,28181329,25902037,858304
6,318825,5018792,45448,32755743,23823635,1598388
7,305192,5715057,48222,28882335,23897296,850147
8,323064,4986167,44252,30675616,22848974,854656
9,325860,5742913,44679,30348572,24209002,843134
10,309247,4870091,49684,28849443,26308896,841983
11,320067,4975141,46691,30703865,23227033,1569386
12,299767,5589766,49747,29137313,24558955,845728
13,320552,5021934,50235,32019868,22843716,859589
