i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1853416,5963810,47329,30866069,26733006,840103
2,9938831,5040917,44533,28046599,29878690,819808
3,2036021,10348185,47551,34822593,34296738,816769
4,319347,5081841,44911,30657607,30120939,817912
5,340377,6037159,51683,30265515,26514406,814692
6,335226,5714501,45546,29303659,30875918,824659
7,339583,6000447,47149,30465435,27596846,825734
8,312747,5566496,45555,28850651,27866134,828279
9,332418,5188399,49691,30258975,26549098,1551598
10,301440,5566819,49882,27843514,27985545,828722
11,331036,5182633,47602,30118716,26367919,1543490
12,300160,5621146,45608,28871154,26830291,838099
13,327404,5177877,47355,30250849,26306061,1526713
14,307553,5637066,46316,27932785,27832190,829113
15,331135,5157356,48386,30178672,26272266,808732
