i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,406468,3361848,36493,20007595,18609531,603098
2,2250555,3192150,34470,17479728,22207146,640188
3,428572,4295960,35148,18669656,18982771,1351436
4,212557,3200127,37190,24970351,18561087,631207
5,222479,3899214,34996,19193860,19255609,652637
6,217839,3286138,35150,18411595,18754200,655967
7,218658,3239978,33426,17601547,23231481,623997
8,221158,5016597,34103,19441651,17918077,678727
9,214176,3228422,33802,18050361,17601322,606813
10,223549,3844580,34533,17765451,22896470,614374
11,219286,3291112,35434,19202734,19728497,1242173
12,200923,3277444,35329,18549882,19349674,625649
13,227696,4457908,35060,18223932,19694031,628245
14,217573,3250727,33883,19320904,17758147,668103
15,223859,3257054,35613,17284264,22861036,632253
16,220925,4934236,35441,18470175,19005609,654602
17,212515,3245899,33641,19501574,18033029,606428
18,225580,3940125,35818,17633922,19860734,715290
19,219905,3271584,34049,18162726,19122812,678400
