i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,662193,3511826,34762,20845190,20316292,583654
2,241624,4002726,35817,19719741,22197941,634885
3,229996,3540704,34507,19212494,20421330,1281914
4,206836,3471933,34610,20463067,19001925,608353
5,237593,3303895,34165,18451259,23714137,734711
6,232665,4882467,35007,19697293,20555563,747479
7,221022,3565265,34156,20510718,19054697,636760
8,231293,3423269,34078,18432246,23070740,635884
9,229656,4813602,34860,19556475,20597225,686596
10,225234,3438786,34083,20512190,19129650,628087
11,227810,3452060,33904,18362610,23092119,669701
12,228531,4652363,34198,19414744,20600111,647339
13,231100,3500292,34428,20512299,19280676,736669
14,228101,3460841,33824,19649218,20773920,694476
15,237668,3994039,34435,19209259,21464120,656258
16,226620,3443701,34443,20259456,19268082,642427
