i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,128803,2074885,13472,10247949,13945571,1063510
2,511271,2587187,13670,10330215,13514268,473176
3,268007,2546555,14972,10128347,13356506,488550
4,128737,2518881,14639,10066526,13289625,479797
5,129492,2467535,14076,10002273,13337277,479316
6,127900,2457104,14059,9957566,13388927,490892
7,129641,2377940,18778,9948496,13367935,470392
8,130534,2457546,13860,9900903,13797293,479071
9,128128,2468173,14716,9948338,15200913,478422
10,127895,2481642,14435,9932857,14630769,485531
11,127970,2426865,14960,9933680,15467190,480731
12,127591,1834414,13934,9930542,15576616,495708
13,126345,1796915,14309,9924861,15356664,470061
14,127642,1802844,14510,9903933,15416706,511569
15,127747,1812366,14087,9960295,15353630,469094
16,128263,1839746,14090,9937676,15275796,469783
17,127887,1842890,13875,9920440,15245379,476479
18,154829,1840883,14352,11113618,14131203,478149
19,147781,1819652,14148,11121773,14062217,480619
