i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,438660,4893130,37142,21340580,20842703,668789
2,1476431,3443889,37477,21441390,20053772,662145
3,228013,3976029,36703,19411847,22228740,760734
4,433336,3454400,35531,20741033,19815761,677382
5,220354,3429086,36633,18879623,24867497,698437
6,220411,4995080,34088,19826579,20657032,671276
7,214959,3468460,35362,21356645,19392626,765039
8,222161,4853890,35969,19964635,20241449,664517
9,217586,3407052,34600,20055363,20275766,695200
10,220337,3475846,35635,18991036,25806778,680553
11,221423,3639281,34335,21016711,20094355,1417681
12,208403,3427595,36139,20859506,19924152,684187
13,229321,4868143,35339,19528285,20850297,719351
14,217656,3449515,33702,20865547,19490833,686352
15,224290,4052367,36075,19975591,23181132,694780
16,219755,3478181,35389,19887137,20589122,758234
17,225538,3422648,35206,21550456,21092089,652138
18,221391,5009752,34631,20357165,20086712,769727
19,217837,3452518,35294,21120144,20074444,752031
20,225703,4423174,35616,19198819,21567841,663518
21,219161,3449934,35859,20664301,19758826,778666
