i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1177676,4684224,55351,26406546,24318584,739736
2,4346628,5894481,46169,27378551,23910099,733514
3,288057,5818168,41191,25304858,25201196,789240
4,567859,4472451,41875,26384594,28631524,760025
5,310386,4587180,43933,27525568,24969388,763472
6,306610,4692562,49380,25896284,24932530,1430429
7,277099,5819150,41856,25797855,23858425,746019
8,290890,5143416,40793,24885547,27396754,785158
9,293391,4590861,44686,27186097,26762019,741528
10,309483,4685073,50042,27366351,23608694,718621
11,301199,6386983,42115,25544738,24790791,711270
12,289460,6119236,42365,26014484,23989984,759916
13,293211,4460578,40417,24862546,29637301,763274
14,302675,4610025,44283,27606860,25405727,767353
