i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,48581,578667,5653,3244987,12365610,269599
2,50944,573211,6078,3183236,10041902,295434
3,50363,576860,5538,3341905,10309023,270674
4,57227,568395,5954,3784308,10515559,266074
5,47198,577160,5937,3164551,9588391,264806
6,52508,565083,5702,3242666,10097209,264500
7,58310,574402,5221,3533098,9336838,256389
8,48439,558264,5248,3003090,9676455,261797
9,48338,579598,6657,3148902,10982851,754058
10,47916,573083,5175,3071909,9694820,259752
11,48285,566389,5732,3030408,9687227,263761
12,48352,591315,6036,3112076,12257224,264901
13,48055,583964,5765,3088517,9843002,257106
14,48905,575222,5680,3045493,9741740,277125
15,47289,583584,5773,3104337,12440782,270917
16,48709,585067,5767,3109713,9856144,262043
17,48895,575859,6263,3078567,9872133,268978
18,58239,583677,5889,3633413,9947763,259685
19,48708,571366,6142,3132595,9760372,258487
