i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,316141,135618695,38220,40171740,710166187,86509555
2,39213,150586148,33427,143899601,470138380,73498002
3,35742,141509762,44054,154743323,631194081,76588480
4,55156,159493468,33632,141432538,490947633,2117065
