i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1465287,180270865,57830,67463254,369346110,3569055
2,61365,179379666,49495,184935490,252746866,5425519
3,63435,190707285,58752,180006060,265625918,2841711
