i,sstep,lambdastep,gammastep,wstep,loss
1,195775756,44413988,1553213096,53549033602,83728043
2,215812588,225009618,1655410346,52470086236,83727392
3,239359447,153473747,1662531824,55088416779,85739599
4,228727277,223686928,1570251690,52116554661,193378465
5,133702390,155197542,1169460636746,54630505783,81898448
6,219965124,123575197,1549984698,57002187004,190820440
7,134020253,229379468,1486971851,51826971895,162454609
8,156711614,153242366,1168921538630,52536151313,2134141
9,206098259,104146032,1242759907224,51685591193,85540807
