i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,52392,106786298,27172,39516690,622732102,47583501
2,21572,123326595,16859,132960478,501248681,77712144
3,39450,128210889,17714,120192947,564530796,51127066
4,40721,112053955,28362,111283056,557919448,49350224
5,37950,92549403,25971,117742990,240295241,59429807
6,21060,109221882,27941,126118382,202280584,43223102
7,22196,116864021,28370,124774723,174981553,48961183
