i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,118808,137056415,28322,36662302,693119367,98157866
2,29464,129409957,28348,141389990,536237206,86891274
3,30533,137398151,28775,131551015,665342000,19656197
4,29934,134082744,31791,142872725,485749506,85399572
5,44002,133921372,27915,144782022,539938370,90262240
