i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,18520,9489603,28269,7785276,637291832,91056896
2,16931,9444655,18256,120864817,511295347,90607866
3,16549,9496005,21263,126968878,532471752,91140086
4,16165,9394529,20043,126760644,518857642,96484997
5,15718,9402788,20805,125000418,504120455,99357283
6,28266,9491541,21188,117895933,149755929,87820343
7,28744,9500822,21857,120969363,175878663,87910026
8,29428,9489183,18440,117660663,142075225,87748642
