i,sstep,lambdastep,gammastep,wstep,loss
1,7385437012,6400035615,3521387024,136403171200,111838080
2,7909070929,737495265,3421129220,136253606048,98246094
3,7941093104,494768763,3769576644,136864746609,86215779
4,8127963298,835204404,3116726408,163850318167,86346956
5,12673267110,505379498,1239379958926,164189588017,77910676
6,8012110725,986012982,3023950683,165252765799,67284059
7,7961892077,884420770,2926664811,120380874733,86152505
