i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2123198,190910503,72897,131195164,768898686,28569174
2,70223,192297044,58772,191831704,603261662,53076553
3,74318,200293582,73678,187431586,772735461,52663049
4,72282,191229104,77577,146049794,649646306,5247917
5,68415,198815723,70163,187620300,654243609,4972097
