i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1013510,199469304,55031,66119524,720062829,50808659
2,62019,191651128,53524,213161060,676048364,82574142
3,58838,193311827,49146,151851421,710536566,50277558
