i,sstep,lambdastep,gammastep,wstep,loss
1,7004146358,179752940,4264865188,74092036738,80482321
2,9922075826,1124014766,4500120720,74618749745,84549703
3,9181687730,845339407,4000855598,73822130698,86131604
4,9490137251,1262633929,4232875858,74591150104,4254971
5,9272936183,1265338192,4098936660,74106237918,86593146
6,9082519408,545843278,1383544558823,73564052511,49403642
7,9044457944,139177005873,4180578028,75450037658,214672703
