i,sstep,lambdastep,gammastep,wstep,loss
1,155744948,30358588,1310968670,44822430667,85570306
2,182035317,141803470,1265840559,44512450447,85668379
3,175112700,28342275396,2586574365,45032899898,86032086
4,164289036,46155641717,1407642157,44821455982,85637534
5,163199779,48286547877,1340403153,44351334107,207469271
6,63387961,46665305533,1442721097,44231357038,57519596
