i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,496848695,583064314,659552769,372710463,2391701209,424356761
2,62262,146577575,42980,71209167,363642220,7070136
3,55224,141901616,39963,168198537,564427575,16221415
4,49493,142426983,45555,167677578,491967907,98814833
5,47394,145005141,39434,166519508,523841143,3214733
6,46700,141851488,38685,167037038,573269493,91038581
7,46112,141709507,39156,158833831,518607564,98921998
