i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1208182,135402733,42399,44343851,2662813442,132976850
2,2169843,132992977,44228,152437696,2679313244,133013795
3,551370,137495546,45239,79796131,2887721051,25146468
4,260108,135049031,46058,163882973,2696870048,130462817
5,269915,134534551,45412,150776900,2748364873,126901059
6,241017,134947948,43101,141643549,2686843808,120357085
7,267713,134634969,41709,149049115,2687500745,131355677
8,285489,137516270,55229,151152284,2880414036,23822518
9,263534,134954653,36156,164182383,2694145402,130169479
10,275559,129672907,42766,145604399,2684762861,130255834
11,251300,135205863,42177,158846600,2834124498,29881911
12,268204,134551175,42736,143087712,2821212707,132366737
13,277029,133686177,44556,146736042,2682698979,130104234
14,544128,134576528,56184,103525762,3053634134,134307374
15,278646,135621411,42352,158179222,2715970916,56323103
16,263124,135410935,42922,161145450,2668151735,133176080
17,268030,134556301,42572,157284499,2700047474,131404665
18,271719,135339892,47038,149734077,2660891917,136062155
19,271065,134801799,47061,136994825,2703105163,129758985
20,280783,137128196,42753,153257621,2700169335,64906121
21,260137,134840447,42888,158151677,2815692547,28849766
22,270943,134271960,47008,163410653,2796292204,132889879
