i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,100210,2897610,11281,10202122,32182408,449983
2,181572,2850750,12310,10593047,30508340,422862
3,69751,3334290,11184,9043748,31847135,430428
4,71060,3441477,11191,9175824,30793472,422351
5,71108,2946004,12197,9192937,30548328,454580
6,90430,2908141,11508,9844658,30750749,444439
7,94177,2866336,11138,9710438,30682963,440191
8,90619,2849101,10758,9877435,29781351,440860
9,70564,3488313,11447,8922500,30431997,434080
10,69798,2932441,11915,8796809,29966161,451402
11,86565,2915766,12727,9549790,29531440,434087
12,93404,2893723,11389,9886620,30613744,429805
13,88837,2820915,10824,10606268,30631617,425795
14,70899,3260068,11257,9124274,32932968,436845
15,71987,3433707,11438,9076862,30403083,424248
16,70890,2919429,11986,9118156,30468085,447807
17,89992,2915508,11269,9716044,30689998,444414
18,96285,2863851,12354,9780431,30740207,440078
19,93314,2955432,11773,9810305,29964450,425886
20,69792,3463625,11526,8830296,30974635,443358
21,71360,2942397,12939,8993361,30084736,434516
22,84698,2965355,12067,9464852,29444443,433397
23,96780,2913948,11077,9811288,30421778,442878
24,93203,2817299,11533,10529514,30424252,422632
25,70212,3332021,11311,9074324,32503722,436087
26,70798,3447090,11607,9083955,30503591,425537
27,69160,2895575,12848,9224011,30647542,446533
28,86891,2918642,10898,9806724,30462118,445700
29,91875,2879785,11982,9610470,30843473,439849
30,86528,2836022,11818,9707126,30169062,431354
31,68904,3391765,11755,8661217,30604188,434198
32,68977,2948132,12584,8825278,30069916,997825
33,70340,2958708,11109,8815374,29523582,434740
34,96154,2929827,11647,9732065,30061979,429444
35,92859,2828935,11855,10073219,30609391,443549
36,91636,3357385,11062,10963928,29239085,434745
37,69371,3709038,12299,9109789,30814704,428646
38,72821,2870195,12150,9340232,30482982,431379
39,88966,2695629,10130,10001631,30493730,430037
40,92315,2875692,12040,9886686,30978464,440007
41,87047,2864120,11517,9857237,30361928,423106
42,69349,3338131,11449,8829910,31018485,429951
43,69356,2933301,11091,8819348,29814893,1231975
44,71461,2876950,10953,8849932,29237160,450872
45,92603,2809698,11686,9953280,30492727,434052
46,95362,2846770,11325,10321475,30045384,424944
47,70321,3381154,11332,9051059,31460627,437732
48,69453,3662522,11538,9083857,30812812,428510
49,74551,2881075,10568,9407094,30588010,443159
50,84240,2705875,11114,9968304,30495802,428569
51,90709,2894442,11217,9739681,30901549,439142
52,87051,2858478,11412,9909098,30166221,425830
53,69548,3407112,12383,8952499,30907422,426788
54,70252,2932094,10774,8830198,29753891,1278900
55,71135,2894385,11455,8832591,29197281,432591
56,95367,2823337,10393,10175141,30588443,430565
57,92805,2837400,11123,10434381,30347335,429354
58,69614,3426494,11010,9048584,31425772,428781
59,69102,3663662,12140,9125850,30537653,430131
60,71893,3114272,12057,9307489,33007378,497610
61,90750,2697888,10451,10422942,30582200,434097
62,92199,2867895,11713,9737042,30876485,425747
63,88439,2834749,11084,9937928,30002351,423420
64,70015,3558399,10892,8736736,30851636,428462
65,69812,2950730,11308,8815103,29983918,440789
66,86128,2806558,11589,9716407,29211927,439164
67,91261,2954092,11402,10262774,31120535,427392
68,86119,2840210,10650,10593841,30072031,428722
69,70569,3461613,11266,9213532,31592233,432529
70,69950,3675480,12095,9131950,30725958,426313
71,74953,2867546,11270,9204512,30485956,431743
72,87357,2713579,10071,10047711,30841234,422438
73,96463,2845741,11041,9936368,30726905,443179
74,87400,2863898,10800,9971425,29981762,424050
75,69954,3456742,11646,8739520,30681973,432121
76,70638,2921379,11451,9060085,29680578,446656
77,86999,2789593,12781,9742700,29478884,430722
78,92771,2865061,11092,10147062,30894067,420123
79,89250,2833181,11344,10681913,30317184,422632
80,69375,3281983,10625,9018917,32316285,435520
81,69983,3789179,12691,9200237,30158027,469530
82,71121,2873013,12033,9274209,30553211,450883
83,87599,2759163,10775,10008026,30835144,421730
84,90450,2837918,11463,9832402,30514697,435304
85,87662,2870109,11209,10111986,29790321,424028
86,69254,3458502,10746,8756511,30776969,438670
87,71074,2937610,11882,9037859,29477799,441631
88,87598,2733958,11795,9822048,29447463,443780
89,92352,2876252,11214,9999020,30942057,427300
90,92462,2845224,12272,10971171,30446770,425504
