i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,314587,129179965,32820,112302768,2612510436,45267936
2,746772,129286347,31501,144229569,2725093352,65998322
3,186849,128352795,33787,140726373,2659301068,13482309
4,187571,129909321,33669,147941637,2627109955,60715218
5,165912,129713646,32563,139553828,2581266201,68925274
6,162478,128147357,32230,138775379,2573494440,74652292
7,164416,137080736,35671,138249979,2705103996,138761729
8,166129,128507424,21032,135989920,2621171099,48110813
9,178272,129908738,33410,132114308,2563058506,69242619
10,161848,129779439,23587,141594812,2739614123,78741116
11,161552,129441091,32021,139377345,2567738663,59932084
12,162265,129097474,32314,136401035,2590832033,26994098
13,161635,128304765,21206,144100834,2747449059,53718299
14,185102,128672136,31627,137341197,2569848904,48627174
15,144839,128041653,31353,139436702,2657617524,84159061
16,320323,129699170,32342,105356936,2850064290,63908228
17,309684,127845734,38773,96538642,2579577426,78959515
18,304355,129526436,32440,82022329,2739815170,13932357
19,186905,128558913,32069,147328037,2636821555,55338843
20,176257,129527463,31744,140295178,2661723686,72142761
21,176504,129321340,32112,140908571,2571040119,63381327
22,166016,129068448,32087,138530007,2738391846,62161815
23,159092,129112938,33315,140864592,2558044739,63960739
24,169728,128578716,20687,140842410,2634158985,54832999
25,177521,128171757,31930,146819063,2688125999,85656907
26,322044,129637038,31582,105252463,2642465702,63965709
