i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,892791,131831133,35051,65209139,2637260246,101847553
2,3044479,131877297,35061,122755675,2626458996,99364641
3,210433,131824215,24031,147389662,2581639132,87146697
4,211502,131833625,28568,147952951,2650800219,105000106
5,204472,131221535,34745,138234229,2611871004,95074160
6,203776,131027576,35246,141724690,2606466199,93333889
7,206008,131194093,38095,146472620,2622496948,86489878
8,202067,130522975,38444,147724718,2717614528,100952649
9,216197,130627464,34579,128466769,2694859907,114938303
10,379596,131734690,37196,98535470,2702912917,21595628
11,203613,131430879,36652,152929417,2619569384,60545797
12,209798,131526084,27450,145487809,2568254911,94586940
13,410325,131313157,35721,125247387,2742134692,91787726
14,214405,130916118,38658,141352106,2564936402,85821563
15,405961,130764653,35449,73369160,2769805421,96912918
16,198232,129444776,37522,147100388,2716557278,95185901
17,199841,132014331,36835,143145746,2653492449,102297398
18,196885,131874814,36422,146219060,2752753519,129907873
19,205628,131519428,35435,129589553,2702429363,105149425
20,205661,131819267,37031,127012320,2624247870,57676990
21,204111,129798045,35658,147210654,2617378746,105799350
22,208639,131286741,36014,127324606,2766433438,13372487
23,204884,130766666,35037,152110841,2844500291,42569042
24,199241,131081573,26011,150955853,2596525583,89210684
25,208372,132145821,39766,143069768,2705621565,101196003
26,212891,131758759,37047,139854465,2637665881,103037932
