i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1129052,134229065,42162,39961838,2761299659,133027721
2,3024901,136729403,49209,154438391,2701001906,130184358
3,259649,134152083,42021,148658823,2912152133,18009652
4,241706,133934514,41807,160521757,2683671789,131276450
5,240063,135500299,42678,139797037,2697473912,133354412
6,239996,132294593,42476,149123134,2680734774,129943747
7,459093,133946341,43501,90710303,3029941689,128191101
8,248536,134081734,34176,147998797,2679210591,130242598
9,254819,133488690,42725,140037475,2664144067,117730660
10,253241,133155052,43466,152251923,2842879262,60535908
11,241970,131632491,42741,155319852,2688779555,123385672
12,242476,133146361,43149,143455142,2688125113,29792781
13,235598,139754441,46244,158144387,2762236733,23727494
14,215153,134925962,39291,158835669,2615678682,84795506
