i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,42783,2053317,9837,4478043,31095047,500442
2,44861,1480305,8850,4243678,28194662,392303
3,42570,1489672,9246,4323918,32485709,389253
4,41466,1594772,9590,4269436,28921809,433053
5,59815,1505341,10424,4801241,28467735,389271
6,41753,1500421,8595,4165528,32106861,398053
7,41946,1506874,9494,4118788,28124878,390729
8,62661,1512894,9487,4879680,28977477,388779
9,42502,1506177,9563,4202440,34579206,394401
10,41796,1519410,9705,4272941,31345012,385141
11,66526,1490163,14451,4927308,28473576,423956
12,41183,2092658,9927,4246772,31208358,384611
13,47100,1468513,9519,4177158,28265782,385902
14,59722,1495695,8839,5177345,28386449,381223
15,42975,2111076,9513,4240457,30402740,384723
16,42694,1476288,9134,4250167,28829061,385898
17,42580,1490617,9886,4167399,32104475,390370
18,42753,1640562,9679,4167155,28859017,432192
19,60704,1484981,9747,4681059,27906688,400464
20,42216,1475297,13195,4230353,31970228,381389
21,41832,1489931,10140,4265284,28288874,390807
22,62529,1556929,9613,4773948,28807963,381142
23,42577,2089451,10356,4380656,31521863,398561
24,41421,1466118,9685,4155649,27705813,387518
25,59897,1583443,9036,5439070,28149873,382853
26,41982,2102073,9933,4254202,30415621,398429
27,42291,1452542,9209,4262127,28075846,376871
28,41599,1476606,9118,4166852,31686313,387036
29,40964,1566533,9315,4158397,28545397,447430
30,58388,1500780,8843,4764813,27750823,386948
31,42211,1506444,9251,4276112,32010681,389310
32,41975,1502713,9356,4255636,28325444,389001
33,61618,1489804,8712,4808183,28674154,399848
34,41471,2099482,9089,4075268,31267878,396474
35,42511,1478824,8793,4122227,28015280,375546
36,66098,1578925,10330,5452393,28162772,512415
37,42445,2086102,9092,4287982,30161725,424355
38,42293,1508912,9561,4322692,28609086,379737
39,40708,1482809,8839,4238215,31684168,391500
40,42041,1569011,8844,4135600,28454846,444805
41,64362,1511734,8821,4781216,27851372,382006
42,41974,1493820,9702,4386428,31959530,396382
43,42233,1502515,9090,4275802,28302443,391615
44,62564,1481916,9281,4834230,28734467,396449
45,42874,2100712,9960,4157886,31349828,385801
46,42141,1465400,9317,4146237,28077015,378063
