i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,212536,132325444,41379,68420953,2688434616,105608612
2,2062210,133630234,37394,144135886,2679840201,119377545
3,227311,131288698,36364,146316695,2688250622,119953987
4,228691,132494721,37957,147003144,2601376142,97855413
5,231264,133296674,37862,147336372,2644224751,125429118
6,227221,134537319,41399,140721321,2755470981,128719012
7,231869,132635441,39295,146462446,2655236549,106246847
8,232046,132911623,36212,147529030,2632536451,120108446
9,217163,132653272,28693,143671614,2866073565,97224560
10,228218,132521493,36831,137995622,2760848159,59427691
11,237034,132193740,36633,151769841,2638406491,100538181
12,205583,132753487,37790,149757924,2629374032,117391407
13,236779,132546192,37925,145444256,2685547995,100353154
14,240348,130527163,38648,130862836,2706153005,92749418
15,224786,132838349,36611,142754933,2916772297,31276439
