i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,346184,129870196,34778,27576294,2763808418,84441813
2,827349,130333248,34157,133682967,2570007437,70705276
3,182109,129632360,57328,121888626,2629291402,68831041
4,189097,130092096,33135,145399811,2570548959,80658271
5,179405,129647261,34890,137154261,2614221174,67260121
6,180498,130269790,34929,144007899,2608176195,40938704
7,184276,129304542,33230,139865776,2824553013,68272960
8,182754,129978187,33227,142572444,2577654987,79194398
9,176067,129810932,33015,134812411,2652224160,66971112
10,184923,129911632,34386,142887047,2591314645,74015018
11,181930,129559726,33041,139747507,2578301056,34642849
12,182166,131718482,36345,149374128,2674642691,79313670
13,178896,129564491,33094,137392799,2614623177,69983684
14,182766,130183531,32947,139358486,2582010021,65584032
15,187525,129319252,33427,138249027,2589115117,61850873
16,192846,130224487,34446,142404878,2640496223,72056945
17,183558,123220258,41711,145736200,2622360794,73362042
18,199157,129689223,33626,139767950,2570920593,73867811
19,181613,128885828,23646,141461261,2629877615,54854823
20,194727,130238880,34098,142355048,2571153884,70340911
21,178645,128748647,33485,141827730,2614653554,57713555
22,191809,130341605,33354,135908585,2566531758,54920847
23,183833,128770691,42549,141943774,2849160844,66789293
24,193302,129750705,33180,143804338,2636139437,96104405
25,353950,129142660,33821,81607106,2608656142,28596199
26,190679,129857834,34202,147652746,2575894046,59616276
27,177939,129060691,34563,141361928,2880128829,32833290
