i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,307684,126900449,38820,24115580,2570666495,74691574
2,2661440,129735606,23177,114438650,2853737417,60331882
3,172433,129571948,31493,139131498,2568464632,64947325
4,161338,128586624,31484,134640345,2608572238,43510158
5,179054,128032657,31624,139649616,2577405848,85208538
6,316172,128841548,35787,76436453,3107561130,40850221
7,166691,130071523,20828,125850480,2763314152,80227006
8,156113,129415717,32073,139508638,2589609135,63296819
9,164265,129747922,33257,135467178,2682081561,73332633
10,177213,129440376,33400,139621119,2552081557,67732177
11,172015,129426557,31235,138387055,2581805168,58020483
12,165733,128298794,35608,139797879,2553196465,60803611
13,144364,129389686,31976,137582726,2558742294,65205887
14,165290,128470326,31232,137721071,2617591062,44788420
15,176775,129305525,30226,123745664,2783072289,40275158
16,161647,128894264,31304,140396976,2789843252,88673523
17,160163,129169120,19654,135657066,2696662817,64553271
18,147310,129812549,30644,140179453,2670093166,77444985
