i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1230409,130919730,42470,40394043,2709056591,94444955
2,1122888,135059872,40198,150826452,2690644083,109339740
3,473996,134212442,41568,151009218,2655774002,131244071
4,234358,134209787,41646,145412721,2764539747,121495485
5,249783,134370784,40064,149596560,2652181813,129676928
6,263237,134456422,38866,141284967,2719816398,121816656
7,247361,133949176,41341,158132012,2696346063,126682612
8,247706,134490006,39142,145662534,2649800897,131805569
9,236219,133944788,39928,149542432,2666282558,127424521
10,249187,134292924,41618,146094135,2880212484,38360079
11,257621,134099887,41152,157433032,2677786037,132943281
12,246833,134251764,41681,148235211,2729070791,117385165
13,247832,132520337,40272,141398146,2676885365,132347485
14,236948,133865454,40786,149109306,2591065564,110860967
15,254575,134132266,40754,154606317,2826167082,31885644
