i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,274930,6716021,28095,29203448,53353584,573506
2,273492,5521518,16392,18541756,40673314,588769
3,147131,7084508,16196,18396159,40192354,642428
4,145321,6837988,17681,20044080,36339925,583283
5,138333,6672113,16901,18717776,37214431,587417
6,128982,6507632,16963,18986609,37828443,579390
7,129720,6412773,17195,18440811,38582645,589668
8,129369,5422393,16040,19012499,39533273,588227
9,143499,5841507,16865,18227886,40264256,651209
10,142552,7716739,16681,18612830,39064862,1675196
11,125459,6845905,16890,19072761,36618262,577351
