i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,96161,2617225,10497,9981890,30543325,487063
2,222507,2633240,11428,8935749,28801377,430361
3,85812,2603270,9756,8985527,28512168,422853
4,82526,2574503,10434,9633337,28357446,433267
5,64899,2567199,10115,8217080,29610355,431288
6,64843,2577192,10397,8125869,30582854,433065
7,64932,2969148,10625,8280406,29866936,428380
8,85252,3011085,11019,8187648,29029139,427112
9,68581,3092398,9794,8278058,28638033,436216
10,65145,3126056,10064,8243226,28406281,422631
