i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,122387,1768771,9141,11540328,38632702,450974
2,45672,1732781,8834,5217233,28610660,463823
3,61696,1751188,8986,6165112,28208812,426855
4,45945,1770642,9676,5072623,27959157,463995
5,67844,1762185,9244,5778715,27904866,457169
6,46403,1770156,10739,5264780,28272635,441291
7,66051,1755652,10409,5834389,28131657,433840
8,46779,1780491,9197,5070515,28173112,457100
9,68648,1753672,9086,5888552,28180012,447163
10,48029,1755213,9487,5205099,28303102,437077
11,64659,1755080,9177,5784520,28386530,426693
12,46704,1765063,10198,5148855,27972554,453310
13,66061,1741481,9485,5994917,28240376,443312
14,46862,1750853,9401,5167835,28195102,429411
15,63988,1745676,9310,5809993,28190752,431764
16,47156,1749408,10102,5125513,27827522,459360
17,65786,1759316,9540,6111023,28077434,442797
18,46629,1739986,9699,5182413,28046847,427373
19,63260,1737241,9800,5823943,27735281,426088
20,46460,1732097,8807,5033636,27701720,442455
21,64832,1775405,9109,6286026,27772935,441987
22,45920,1732679,8834,5190723,27924914,432645
23,45873,2185912,9964,5088815,29387834,425330
24,47326,1677156,8542,5075646,27275015,444456
25,45353,2243069,9605,5230421,28174736,442870
26,47729,1661100,9112,5350021,27787209,411356
27,49064,2281345,9797,5065427,27598467,431281
28,47539,1704288,8876,5086372,27740066,434136
29,46639,2096925,8942,5212563,28905154,450607
30,48006,1715531,9928,5204914,27964759,423845
31,45967,2174831,10071,5112671,28051393,420928
32,47899,1799394,9225,5162797,27816108,456869
33,46730,2205050,8894,5298060,28335877,435437
34,46575,1737552,9734,5222707,28389051,436104
35,48586,1765906,8982,5109160,27877450,873753
36,48681,1757587,9115,5039931,27651319,455793
37,46129,1777266,10190,5233797,28139700,439053
