i,sstep,lambdastep,gammastep,wstep,loss
1,277798,27372241,299607765,3964815,49576
2,477376,133307952,324128226,3702317,45954
3,413366,105422972,367397394,3340580,47793
4,465702,98432635,353411217,3334450,59605
5,401882,109649167,365138485,3648765,45973
