i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,245503,144811,8767,1442702,163347,70183
2,191991,115494,6256,1432371,165992,62728
3,36945,142055,6546,1365086,160180,66835
4,18153,114312,5950,1440073,161653,60310
5,18188,112855,5610,1339551,158122,60437
6,17713,117395,5550,1350309,159329,62419
7,19412,138859,8139,1434317,213239,73543
8,17990,111753,6099,1407060,163832,61202
9,17447,507431,6813,1342113,156356,41118
10,55704,82033,5547,1856857,138828,43055
11,36344,108823,7323,2110850,158719,469616
12,17594,78558,5973,1815919,155637,43901
13,18447,90261,6539,1795254,175159,47901
14,17478,499240,7747,1887196,167331,41481
