i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,613283,247363,14324,2561042,178449,83922
2,210778,164751,7664,2127565,176305,79750
3,25931,336897,8964,2008082,224126,142819
4,25507,338939,8349,2504460,213778,149917
5,23111,338778,10010,2453256,188671,145012
6,51730,357975,14453,2588348,224625,155251
7,25340,362620,10071,2817520,186410,149897
8,48834,489556,11152,3115768,196393,186316
9,23275,729397,11675,2901601,187972,65051
10,25984,539198,12051,2352092,176388,45787
11,23399,540474,10085,2631600,174463,46409
12,23475,173084,7030,7887296,212983,74886
