i,sstep,lambdastep,gammastep,wstep,loss
1,222078213,149379402,482063271,4002948,78938
2,263174096,481892196,496777575,3285217,65777
3,184371188,253667694,498246629,823167930,84752
4,217125208,339153302,430058221,579156499,65970
5,272284643,355762381,446452594,3740321,82458
6,237672285,223556788,473739347,3780916,90822
7,201543540,341331962,494761715,3745203,67167
8,187370260,243405813,488815001,3513291,73068
