i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,852132,314043,14299,2750752,257502,77273
2,165274,30965043,11663,2557902,220643,93839
3,105123,189056,10472,1950704,210445,82825
4,50434,174096,11644,2107809,180431,74855
5,25161,172869,12121,1980682,186730,72778
6,25041,169647,12185,1974222,182833,72918
7,29659,207779,17261,2047093,186484,144838
8,25494,361545,8409,3012729,189157,138393
9,50836,310231,10448,2726450,194769,119081
10,24288,391270,9736,2740515,189058,141603
11,25435,524342,12958,3079356,194756,198067
