i,sstep,lambdastep,gammastep,wstep,loss
1,528763610,1544589064,12424018169,680026650,1021545
2,1434605035,12452582078,5602601825412,1586018891,856317
3,1552336352,8470287091,11344366283,910529220,821278
4,1465160161,15514857938,13217682219,1283461621,774062
5,1484669078,9361143550,11182162126,70737109,760566
6,1416500322,1713637881,11473605213,57535460,743742
7,1200422412,9403338429,14488586399,52453104,764004
8,1279189409,1134345842212,11831132374,63725124,758829
9,1247830407,6992688822,12230262048,70604367,740774
10,1283732622,10722155883,12349447275,53228790,2886067
11,1226617378,11578606549,11960679784,69992677,762118
12,1303768877,11422103128,11581971654,51620427,738020
13,1291446201,5741242449,12582971168,52770597,791013
14,1307203186,1845699029,11444024839,68884709,771455
15,1150189462,1856203145,11484415704,51603867,775987
16,1273844440,1854963137,11531759409,52401063,781299
17,1456567632,1853866594,11491244135,51261757,771571
