i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,274321,9718179,10190,2735585,553797,436662
2,282745,885397,8542,2632079,517818,88890
3,160581,902081,8410,2494544,515975,155381
4,63474,1868103,7759,2806050,511982,102493
5,20324,871013,8110,2354730,515435,84264
6,61673,873477,7737,2412365,514163,83702
7,41921,885313,16669,2870567,501221,84893
8,20605,868317,7936,3561746,513615,85039
9,20924,868000,7760,2409743,502384,82858
10,20505,883523,7328,2421389,505166,85675
11,24905,847348,7580,3023941,509487,84072
