i,sstep,lambdastep,gammastep,wstep,loss
1,1576935,26102571,330298294,25856338,53587
2,2100972,86356666,336919283,37126012,56473
3,2266437,53138878,355297158,22653717,61212
4,2109416,69199596,353236781,34086290,54947
