i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,526799,1373907,18153,3859733,666501,109337
2,162657,1213054,13969,3786590,629356,94377
3,27152,1263175,12343,6268602,769605,111740
4,84885,1240172,10818,3807123,675653,95070
5,53920,1185171,9723,4459529,602353,100817
6,110713,1185979,11327,3573306,649855,93472
7,79216,2433860,9276,3585888,598474,98013
8,104346,1204353,10770,3214514,598361,95569
9,26137,1202159,10237,3555196,591630,96260
10,26318,1187724,9748,3991445,595165,89070
11,53497,1194950,11489,3545893,591351,91486
12,26520,1178988,9007,3487625,1898047,93042
13,26587,1181501,10946,3165025,590489,92856
14,26490,1182854,10203,3261503,597013,96202
15,26419,1180395,11665,3800993,600448,91475
16,26374,1178476,9332,3909255,595824,97034
