i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,47105,421281,7472,1376235,390137,78885
2,32462,365124,4365,1093892,394884,80026
3,11817,691825,21772,1285775,396110,79744
4,10521,388021,5232,1392773,393098,50688
5,10857,366848,3828,5286746,521909,54283
6,11198,385098,6059,1118904,427544,56556
7,11639,386954,6647,1222534,414260,53496
8,10779,400352,5329,1211184,397389,57973
9,10907,406793,3913,1147645,399032,56756
10,10610,408581,3813,1140589,390754,56102
11,10226,1420171,3884,1155498,378824,70825
