i,sstep,lambdastep,gammastep,wstep,loss
1,608941293,197954194,836426701,309350907,105820
2,640344244,992441323,799257096,2744468290,130398
3,874908950,583955417,844246237,19499292,110787
4,1073903044,202195874,834518148,47780888,107933
5,619293707,231223235,830039690,39858191,103870
6,655444577,219711553,836292310,31685084,111681
7,636473977,227338320,845419876,19416904,111051
8,603007816,227306715,817828348,44300871,117567
9,672217595,218427139,828717913,36564391,105104
10,578747906,220229769,842965953,19031542,107782
