i,sstep,lambdastep,gammastep,wstep,loss
1,9951437,23665915,409469434,946493317,89537
2,6450562,286626658,2272147148,2476484374,137088
3,6910440,176273072,468441700,1175610005,98324
4,14014306,93539417,460834698,3752587044,89581
5,6162034,170948788,453114573,35537135,113247
6,5429469,156240257,490626094,39259916,93322
7,5893870,196382041,481590684,42709643,103893
8,6860195,217814022,496923311,17003856,96879
9,7249999,111703362,489571996,21874861,117080
10,6829948,120409261,494877724,33171326,93958
