i,sstep,lambdastep,gammastep,wstep,loss
1,641181776,163049494,612474384,408070478,95331
2,589128431,493033084,1324379336,843964743,93961
3,427466831,401624213,604395424,770268565,97804
4,434477246,221223667,610510263,602805497,93039
5,380520235,391222212,577365934,27796237,104344
6,317094216,177536171,586997604,19816495,87178
7,570297053,212365398,580844904,25856876,93471
8,601584985,185195630,594859767,30277680,91770
9,650265976,371984868,596609829,23002442,92302
10,535666571,383432918,619324921,30369127,95309
11,411542516,517063796,613191672,22127234,88987
12,394242388,194372598,575172064,27406978,95667
13,410752425,582881427,600841400,21207904,91752
14,414354515,177976456,601579766,26775805,93230
15,403005291,592220330,584326505,32266745,95850
16,460619939,216969098,596023736,23291289,92630
17,432761231,574851204,593822006,29087845,94047
