i,sstep,lambdastep,gammastep,wstep,loss
1,788967706,185868771,754452571,756794247,101989
2,604851599,863761841,547910588533,2603578063,150924
3,596809792,512333855,799449144,755011191,131958
4,821034414,863049479,717800837,1667263840,123945
5,668599409,531091521,797440904,2843658344,142879
6,643477640,553370798,790014683,50881376,116652
7,578564934,262906499,789659957,48764686,117461
8,684871494,397397599,920583530,421837676,147517
9,627460991,403785652,1139087262,25785592,108711
10,592959540,401185068,869355900,30743024,99590
