i,sstep,lambdastep,gammastep,wstep,loss
1,758322221,154770572,436235185,41450215,88575
2,687778068,707096704,497369836860,1128602151,120826
3,753844174,307068589,494410997,1233550010,101831
4,882703314,510812348,548814303,971156096,92072
5,747316381,252175860,509880771,1729640684,106105
6,755472865,366233723,500206561,2196757574,92380
7,1283287901,364533274,528533214,24309821,86542
8,674520654,199610691,519858513,25045256,91014
9,642480676,305000474,585030530,33041140,88068
10,680759813,301468006,584396866,29133343,87291
